tweet_id,clean_message,ground_truth_intent,final_escalation,predicted_intent,confidence,decision,escalation_reason,drafted_reply,top_retrieval_similarity,retrieved_case_count,reply_exists,retrieval_available,top_retrieved_customer_msg,top_retrieved_support_reply,lexical_jaccard_at_1,lexical_match_at_1,reply_grounded_to_retrieval,execution_error
793950,Also ever since I updated to iOS 11 the top right corner of my 5s is occasionally unresponsive,billing_subscription_refund,False,os_update_installation,0.8338,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd like to look into this issue with the display a bit further. DM us what iOS version you're on. https://t.co/GDrqU22YpT,0.5051,5,True,True,my phone has a weird shadow at the top right corner of my phone. fix it pls,We'd like to look into this issue with the display a bit further. DM us what iOS version you're on. https://t.co/GDrqU22YpT,0.2222,True,True,
2850882,Lemme know when is going to fix how LAGGY my NEW phone is with a software update!!!,app_crash_download_error,False,os_update_installation,0.8591,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd be happy to help. Have you had a chance to update to iOS 11.1.2? Make sure you have a backup prior to updating.,0.4571,5,True,True,When is going to fix “ I️ “ ?,We'd be happy to help. Have you had a chance to update to iOS 11.1.2? Make sure you have a backup prior to updating.,0.2941,True,True,
1469782,my ip6 keep restarting since I updated to ios 11.0.2. HELP,os_update_installation,,os_update_installation,0.984,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,That's not good! Let's see why it's restarting. Are you on 11.0.2? Check at Settings > General > About.,0.4702,5,True,True,but WHY DOES MY PHONE KEEP RESTARTING BY ITSELF?! Ever since I updated to iOS 11😒,That's not good! Let's see why it's restarting. Are you on 11.0.2? Check at Settings > General > About.,0.45,True,True,
2837241,"This latest update drains my battery again. All unnecessary apps off, location, Bluetooth, etc",battery_drain_charging,,bluetooth_airpods_carplay,0.7201,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Let's work together to figure out what's happening. DM us with what type of device you're using. https://t.co/GDrqU22YpT,0.592,5,True,True,The latest update drains my battery,Let's work together to figure out what's happening. DM us with what type of device you're using. https://t.co/GDrqU22YpT,0.3333,True,True,
2056466,"Hey , why does the iPhone 8 light up unprovoked during music playback? Using Bluetooth if that makes any difference.",screen_touch_freeze,False,bluetooth_airpods_carplay,0.9447,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"Thank you so much for those details! Just to be clear, this affects all apps, and not just the ones that you downloaded, is that right? Send us a DM and we'll continue there. https://t.co/GDrqU22YpT",0.4312,5,True,True,It’s an iPhone SE if that makes any difference.,"Thank you so much for those details! Just to be clear, this affects all apps, and not just the ones that you downloaded, is that right? Send us a DM and we'll continue there. https://t.co/GDrqU22YpT",0.2609,True,True,
1279921,"I know you won’t respond, but when I put my AirPods in my ear, it shocked the heck out of me!",billing_subscription_refund,False,bluetooth_airpods_carplay,0.8856,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,That's not the experience we want you to have. Send us a DM letting us know which country you are located in. We want to help. https://t.co/GDrqU22YpT,0.2999,5,True,True,tell me why my headphones just burned and shocked the inside of my ear,That's not the experience we want you to have. Send us a DM letting us know which country you are located in. We want to help. https://t.co/GDrqU22YpT,0.2222,True,True,
853006,"why does my phone keep connecting to WiFi and Bluetooth randomly? If I wanted to turn it on, I would. iOS 11 problems! 😤",bluetooth_airpods_carplay,,bluetooth_airpods_carplay,0.952,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We want to help you with Bluetooth. Are you turning it off in the Control Center or at Settings > Bluetooth?,0.4231,5,True,True,. why does my 6s bluetooth keep automatically turning on if I wanted it on I would turn it on myself,We want to help you with Bluetooth. Are you turning it off in the Control Center or at Settings > Bluetooth?,0.48,True,True,
943583,why the wifi and Bluetooth did not shut down from control panel..it still on in setting tab,bluetooth_airpods_carplay,,bluetooth_airpods_carplay,0.964,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,This is expected behavior for Control Center. For more information visit: https://t.co/Ikfbnj28qe,0.3961,5,True,True,"I can't turn wifi off from control panel in #ios11. It just disconnects the wifi, but the wifi is still on.",This is expected behavior for Control Center. For more information visit: https://t.co/Ikfbnj28qe,0.3214,True,True,
2043233,IOS11 is fucking shit WiFi & Bluetooth haven’t work properly since I updated & both worked perfectly before! Needs tb fixed.,network_wifi_cellular,False,bluetooth_airpods_carplay,0.9688,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"You're welcome. If you ever have any questions or concerns, we're at your service.",0.3344,5,True,True,Thank you! Worked perfectly!,"You're welcome. If you ever have any questions or concerns, we're at your service.",0.0909,False,True,
96971,why must you feel the need to turn my Bluetooth back on automatically killing my battery in the process?!,bluetooth_airpods_carplay,False,bluetooth_airpods_carplay,0.9062,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,What kind of device are you using? Let us know in DM and we can help lend a hand and work on this together. https://t.co/GDrqU22YpT,0.2647,5,True,True,fix iOS 11 killing my battery,What kind of device are you using? Let us know in DM and we can help lend a hand and work on this together. https://t.co/GDrqU22YpT,0.15,True,True,
2056267,"Hi! Since I updated iOS 11 in my Iphone, bluetooth connection in different devices is very poor. Sound breaks or goes away",screen_touch_freeze,False,bluetooth_airpods_carplay,0.9357,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"We're here to help! Is it freezing while using a certain app, or is it random? Let us know in DM and we'll get started. https://t.co/GDrqU2kzhr",0.2498,5,True,True,Hi since I updated my iPhone my phone is always frizzing,"We're here to help! Is it freezing while using a certain app, or is it random? Let us know in DM and we'll get started. https://t.co/GDrqU2kzhr",0.2917,True,True,
154488,It says that I have gotten an email from Apple I clicked on the attachment but have down nothing else. How do I know if it’s genuine please. It’s said to verify my apple account. Should I delete the email? It also says somebody tried to by airpods from Russia,apple_id_account_access,,apple_id_account_access,0.3521,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,We're here to help. Let's take a closer look at this issue together in DM. https://t.co/GDrqU22YpT,0.2605,5,True,True,Getting an email from AppleID saying someone tried to login to my account from Indonesia.... shouldn’t I have gotten a text instead of an email?,We're here to help. Let's take a closer look at this issue together in DM. https://t.co/GDrqU22YpT,0.2,True,True,
2040719,why all of a sudden has my iPhone started trying to play music in my car through the charger and not via Bluetooth???,hardware_buttons_audio,False,bluetooth_airpods_carplay,0.8856,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Thank you for reaching out. Let’s work together to find out why. Have you changed any Settings in your iPhone recently?,1.0,5,True,True,why all of a sudden has my iPhone started trying to play music in my car through the charger and not via Bluetooth?,Thank you for reaching out. Let’s work together to find out why. Have you changed any Settings in your iPhone recently?,1.0,True,True,
2483132,why dis update keep turning on my Bluetooth & WiFi 😕,bluetooth_airpods_carplay,,bluetooth_airpods_carplay,0.997,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'll help with this. Are you turning off Bluetooth using Control Center?,0.4907,5,True,True,y the fuck my bluetooth keep turning on,We'll help with this. Are you turning off Bluetooth using Control Center?,0.4167,True,True,
856125,cannot add apple pay card to my Apple Watch. Tried unpairing and pairing again. No dice. Just says “cannot add card”,other_general_inquiry,,bluetooth_airpods_carplay,0.2543,ESCALATE,Classifier confidence (25.43%) is below the minimum threshold (35.00%). Insufficient certainty for automated handling.,Thanks for reaching out. Here's a great article to help you add cards to Apple Pay: https://t.co/Saz92f9xOE,0.3574,5,True,True,why can’t I add a card to Apple Pay? https://t.co/Fl9MRfOvpT,Thanks for reaching out. Here's a great article to help you add cards to Apple Pay: https://t.co/Saz92f9xOE,0.2,True,True,
1097764,AirPod’s next version released?,other_general_inquiry,,bluetooth_airpods_carplay,0.8841,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Excellent! Let's keep working on this in DM. https://t.co/GDrqU22YpT,0.3987,5,True,True,version 4 (15R372),Excellent! Let's keep working on this in DM. https://t.co/GDrqU22YpT,0.1429,False,True,
1271084,Hey I’d appriciate it if I could control my brightness and when my WiFi/Bluetooth is on or off. Fix it.,other_general_inquiry,,bluetooth_airpods_carplay,0.9655,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,You can change that at Settings > General > Accessibility > Display Accommodations.,0.265,5,True,True,sup w/ my brightness working automatically???,You can change that at Settings > General > Accessibility > Display Accommodations.,0.087,False,True,
2512252,"- My question: I think my boyfriend's lying (again)... In order to use CarPlay in his car (Pioneer receiver), did he need to make a fake Facebook account for use/login?",other_general_inquiry,,bluetooth_airpods_carplay,0.4519,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd be happy to look into this with you. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,0.2235,5,True,True,"In order to charge my phone, I have to use a particular side of the charger.
Thanks 🙄",We'd be happy to look into this with you. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,0.1944,True,True,
1707723,I can not even sign into my Apple ID account! Get it together !!,bluetooth_airpods_carplay,False,apple_id_account_access,0.9994,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,When did you see this start to happen? Are you getting a specific error message when this happens?,0.4964,5,True,True,Wth can i not sign into gamecenter,When did you see this start to happen? Are you getting a specific error message when this happens?,0.3333,True,True,
2341707,Turning my iPad on after nine months and its not recognising that the wifi is on. I cannot run updates or sign in using apple ID. I didn't charge the iPad in between 😢 HELP!!!!,other_general_inquiry,,network_wifi_cellular,0.513,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd love to help you with iMessage! Are you getting an error when you try to sign in?,0.2426,5,True,True,Messages and FaceTime not working after last update on iPhone 6 running 11.0.3 won’t let me sign in using apple ID,We'd love to help you with iMessage! Are you getting an error when you try to sign in?,0.2273,True,True,
2451337,tried everything on support page. Can't unlock apple id as can't access my registered email account anymore,hardware_buttons_audio,False,apple_id_account_access,0.9882,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,We know how important Apple ID access is and want to help. What happens when you try to unlock it from https://t.co/PyfGU4NaiE?,0.3876,5,True,True,my Apple ID has been disabled.ive tried everything on the support page. Help!! I access iCloud but no App Store,We know how important Apple ID access is and want to help. What happens when you try to unlock it from https://t.co/PyfGU4NaiE?,0.3103,True,True,
156040,is there not a simple fix for a disabled Apple ID?,billing_subscription_refund,False,apple_id_account_access,0.9976,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,Sorry for the confusion. We were asking if you subscribe to Apple Music. This will let us know how to move forward.,0.3738,5,True,True,My Apple ID?,Sorry for the confusion. We were asking if you subscribe to Apple Music. This will let us know how to move forward.,0.1818,True,True,
1901335,I have an ICloud account but when I try to login online it asks me to set up an account. Am I doing something wrong?,apple_id_account_access,False,apple_id_account_access,0.9349,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,"Thanks for that information. May we ask, what troubleshooting you've already tried? Let us know in DM. https://t.co/GDrqU22YpT",0.3297,5,True,True,It asks me to login in to my Apple ID and then nothing happens.,"Thanks for that information. May we ask, what troubleshooting you've already tried? Let us know in DM. https://t.co/GDrqU22YpT",0.1786,True,True,
2974473,Wtf is this apple stop this fucking shit.Stop asking me to sign into a iCloud account that I don't even use anymore and why the heck should I even do it.It pops up every 10 seconds and ruined my days How do I fix it? https://t.co/usSnBwuNPe,hardware_buttons_audio,False,apple_id_account_access,0.557,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,Congrats on your new iPhone X! We hope you love it. Let's meet in a DM and look into this together. Please tap here and we'll get to work: https://t.co/GDrqU22YpT,0.2942,5,True,True,hi! I just activated my iPhone X today and am signed into my iCloud account. Yet it keeps asking me to sign into accounts that aren’t mine. How do I stop this?,Congrats on your new iPhone X! We hope you love it. Let's meet in a DM and look into this together. Please tap here and we'll get to work: https://t.co/GDrqU22YpT,0.3091,True,True,
368342,Just got an email saying my apple id was used in Singapore. How do I know it's legit & not a phishing scam!,screen_touch_freeze,False,apple_id_account_access,0.9799,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,There's a good chance that message you received could be a phishing attempt. Could you join us in DM and tell us who the sender of the message was? Thanks. https://t.co/GDrqU22YpT,0.4056,5,True,True,I got an email saying my Apple Id was disabled and the link is not working to reactivate it?,There's a good chance that message you received could be a phishing attempt. Could you join us in DM and tell us who the sender of the message was? Thanks. https://t.co/GDrqU22YpT,0.3548,True,True,
546575,"hey, Apple, my e-mails from iCloud account are going nowhere - noone receives them if sent via any app (ios, macos, win), no errors, nothing! But everything fine if using https://t.co/VRsyymIezx site. What is wrong with your SMTP-server? Please help!",screen_touch_freeze,False,apple_id_account_access,0.7297,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,Do you have a recent backup of this device?,0.2961,5,True,True,"Any app, IOS 11.0.3.",Do you have a recent backup of this device?,0.0652,False,True,
1368433,hey I was meant to receive an update about unlocking my Apple ID yesterday but I’ve had nothing. Pls help,billing_subscription_refund,False,apple_id_account_access,0.9501,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,Sorry for the confusion. We were asking if you subscribe to Apple Music. This will let us know how to move forward.,0.27,5,True,True,My Apple ID?,Sorry for the confusion. We were asking if you subscribe to Apple Music. This will let us know how to move forward.,0.15,True,True,
2278626,"I never received an email about recovering account & apple id, locked out,need proof of ownership for missing mac mini help!",hardware_buttons_audio,False,apple_id_account_access,0.9836,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,We're glad you reached out. This article will show you how to identify and report phishing emails: https://t.co/yGvlh3cZ5Y,0.3559,5,True,True,"I received an email about ""Your Apple ID Account has blocked"". I did not understand what happened. Can you help me?",We're glad you reached out. This article will show you how to identify and report phishing emails: https://t.co/yGvlh3cZ5Y,0.2812,True,True,
1849306,"Dear , why has iMessage suddenly stopped working on my daughter’s iCloud account??? https://t.co/qX7NBrZMZa",billing_subscription_refund,False,apple_id_account_access,0.7767,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,We'll get you connected again. Are you receiving any type of error message? Please send us a DM letting us know. https://t.co/GDrqU22YpT,0.2848,5,True,True,iMessage and FaceTime stopped working on my phone hours agooo and still nothing.,We'll get you connected again. Are you receiving any type of error message? Please send us a DM letting us know. https://t.co/GDrqU22YpT,0.2083,True,True,
392669,My macbook is spamming popups about updates daily. Can't install them w/o Apple ID. For that I need to enter payment details?!,apple_id_account_access,,apple_id_account_access,0.959,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,"We're pleased to help. Will it not power on? Is it frozen? This article helps with the former:
https://t.co/RqWW0duJ0U",0.3518,5,True,True,my macbook is ded help,"We're pleased to help. Will it not power on? Is it frozen? This article helps with the former:
https://t.co/RqWW0duJ0U",0.1154,False,True,
1951522,"I got an iPad pro today
I can't get it to download any apps because it won't varify my apple id account. I've tried everything.",hardware_buttons_audio,False,apple_id_account_access,0.9867,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,Sorry for the confusion. We were asking if you subscribe to Apple Music. This will let us know how to move forward.,0.2839,5,True,True,My Apple ID?,Sorry for the confusion. We were asking if you subscribe to Apple Music. This will let us know how to move forward.,0.125,False,True,
356862,"Hey, just remembered my .Mac account and it still works, anyway to merge it with my current iCloud account?",billing_subscription_refund,False,apple_id_account_access,0.9398,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,This link can help with a forgotten password: https://t.co/fJnZYmbI9N We'll need to refer you here for further help: https://t.co/UJm15vmMM2 https://t.co/GDrqU22YpT,0.3301,5,True,True,"I forget account and pasword icloud,",This link can help with a forgotten password: https://t.co/fJnZYmbI9N We'll need to refer you here for further help: https://t.co/UJm15vmMM2 https://t.co/GDrqU22YpT,0.1579,True,True,
2728152,"hi, my phone was stolen so I deleted the device from my Apple ID account after changing my password. It did backup on iCloud before it went missing, how long will this backup be stored securely for? Thanks.",apple_id_account_access,False,apple_id_account_access,0.9971,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,"That'll do it! You'll want to be sure that any data that was saved after your last backup is included as well. When you're ready, you can go to Settings > [your name] > iCloud > iCloud Backup. 
Let us know if you have any other questions for us. We're here for you.",0.2346,5,True,True,I have a backup on iCloud - updates nightly. Is that sufficient?,"That'll do it! You'll want to be sure that any data that was saved after your last backup is included as well. When you're ready, you can go to Settings > [your name] > iCloud > iCloud Backup. 
Let us know if you have any other questions for us. We're here for you.",0.0976,False,True,
1420643,Hi. Since iOS 11. The speaker on my iPhone 6S is very distant and not clear. I have the latest software. iOS 11.0.3,battery_drain_charging,False,hardware_buttons_audio,0.9594,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Let's have a closer look at this. Please DM us. https://t.co/GDrqU22YpT,0.4195,5,True,True,"iPhone 8, latest software . iOS 11.2",Let's have a closer look at this. Please DM us. https://t.co/GDrqU22YpT,0.2083,True,True,
1909765,The freezing for minutes at a time and calling drops as well as speaker phone not operating is completely unacceptable.,hardware_buttons_audio,,hardware_buttons_audio,0.9368,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd like to take a closer look at what you are seeing with your iPhone. Could you join us in DM with more details? https://t.co/GDrqU22YpT,0.3379,5,True,True,please send out a new update... I’m so over my phone freezing for 2-3 minutes at a time and all of my apps not loading/closing out 😰😭,We'd like to take a closer look at what you are seeing with your iPhone. Could you join us in DM with more details? https://t.co/GDrqU22YpT,0.25,True,True,
2067585,Anyone else have the iPhone 8+ and having soft static noises come out of their speaker? a little help here??,app_crash_download_error,False,hardware_buttons_audio,0.8808,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We can help out. Could you Direct Message us so we can get more information? https://t.co/GDrqU22YpT,0.2888,5,True,True,Hey a little help? https://t.co/G2ii7lLMwA,We can help out. Could you Direct Message us so we can get more information? https://t.co/GDrqU22YpT,0.12,False,True,
2966673,IOS 11.1.1 has ruined my home button. My home button is not worn out & was working perfectly fine before the update☹️,apple_id_account_access,False,hardware_buttons_audio,0.9995,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We know how important the Home button is & we'll help. Which device is this? Have you tried a restart? https://t.co/n9BF3L9h6y,0.6276,5,True,True,My home button is not working 🙄,We know how important the Home button is & we'll help. Which device is this? Have you tried a restart? https://t.co/n9BF3L9h6y,0.3158,True,True,
793984,*presses home button twice* goes to home menu *holds down home button* closes apps fix please,bluetooth_airpods_carplay,False,hardware_buttons_audio,0.9995,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd like to look into support options with you. Join us in DM. https://t.co/GDrqU22YpT,0.3924,5,True,True,My home button broke,We'd like to look into support options with you. Join us in DM. https://t.co/GDrqU22YpT,0.1333,False,True,
2921543,So the speaker in my phone blew out. What the fuck I didn’t pay an exorbitant amount of money for this thing to have the speaker blow on me,os_update_installation,False,hardware_buttons_audio,0.9904,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,0.2742,5,True,True,"I️’m being stubborn because for the amount of money I️ paid for this thing, there shouldn’t be a fix needed to use a singular pronoun.",Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,0.2439,True,True,
1064931,"no audio during phone calls since 11.0.3 update.. speaker/headphones work fine for certain apps, but not for others",network_wifi_cellular,False,hardware_buttons_audio,0.9265,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"We'd like to help, but we'll need more details to start. Which device model do you have and what's the OS version installed?",0.3074,5,True,True,what’s wrong with my audio during phone calls??? SOS,"We'd like to help, but we'll need more details to start. Which device model do you have and what's the OS version installed?",0.1538,True,True,
31905,"Iphone 8, ios 11.0.2. Auto lock function not working properly. Will not lock unless i manually press power button. On for hours.",hardware_buttons_audio,,hardware_buttons_audio,0.9025,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'd like to know what steps you're using to enable auto-lock. Thank you in advance.,0.3163,5,True,True,Why won’t my phone auto lock?!! and yes auto lock is turned on for 30seconds 😩,We'd like to know what steps you're using to enable auto-lock. Thank you in advance.,0.125,False,True,
1620564,how many faces it can register? Also how u will clear RAM since there is no physical home button #iPhoneX,other_general_inquiry,,hardware_buttons_audio,0.9667,ESCALATE,"Hardware failure, physical damage, or repair service indicated. Requires Genius Bar booking or service center referral.","It may appear with the words, “Send a private message”. https://t.co/GDrqU22YpT",0.2827,5,True,True,There is no link.,"It may appear with the words, “Send a private message”. https://t.co/GDrqU22YpT",0.15,True,True,
451428,"Hey received my iphone x today. But, what’s going on with the top speaker? It crackles very bad (not with all type of sounds).",bluetooth_airpods_carplay,False,hardware_buttons_audio,0.8462,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We'll be glad to answer your questions. Let us know if you've been able to update to iOS 11.1 in DM. https://t.co/GDrqU22YpT,0.3268,5,True,True,what’s going on with the letter (I️)??????,We'll be glad to answer your questions. Let us know if you've been able to update to iOS 11.1 in DM. https://t.co/GDrqU22YpT,0.2308,True,True,
1735061,Does the iPhone SE have the touch sensative home button like the 7? #applequeston #iphonequestion #anyone,other_general_inquiry,,hardware_buttons_audio,0.9979,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Thank you. Please use this link to send us a DM and we'll continue there: https://t.co/GDrqU22YpT,0.406,5,True,True,I have the iPhone 6.,Thank you. Please use this link to send us a DM and we'll continue there: https://t.co/GDrqU22YpT,0.1875,True,True,
1398549,Didn't iOS 11 introduce a panic button where you hit the power button 5 times and it won't accept biometric auth?,other_general_inquiry,,hardware_buttons_audio,0.9794,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We want to help you with your Side Button on your iPhone. Please send us a DM and tell us which country you're in. https://t.co/GDrqU22YpT,0.3025,5,True,True,the power button isn't working on my iPhone 6s. Help!,We want to help you with your Side Button on your iPhone. Please send us a DM and tell us which country you're in. https://t.co/GDrqU22YpT,0.1429,False,True,
661696,I am currently on the latest iOS 11.1.2 but I am experience a screen issue.. is this a known bug? When ever the phone is locked an I hit the power button this happens Everytime https://t.co/JBwjBDjm2r,screen_touch_freeze,,hardware_buttons_audio,0.8026,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,0.2652,5,True,True,I have but I am currently travelling...,Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,0.1143,False,True,
1930524,11.0.3 drains battery too fast and the home button is frequently unresponsive... need a fix ASAP!!,hardware_buttons_audio,,hardware_buttons_audio,0.9347,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"We're here for you. First, let's take a look at this: https://t.co/BGb00ts85L",0.4571,5,True,True,"#iOS11 loves battery, draining too fast, need a fix asap","We're here for you. First, let's take a look at this: https://t.co/BGb00ts85L",0.3333,True,True,
813472,my right speaker on my macbook pro is muffled and static what should i do?,network_wifi_cellular,False,hardware_buttons_audio,0.9833,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"Let's look into this together. Send us a DM with any troubleshooting steps you've tried, and we'll meet you there. https://t.co/GDrqU22YpT",0.5074,5,True,True,right speaker brand new MacBook Pro doesn’t work/distort . What should I do?,"Let's look into this together. Send us a DM with any troubleshooting steps you've tried, and we'll meet you there. https://t.co/GDrqU22YpT",0.4,True,True,
1394494,I bought music 2 days ago from the iTunes Store on my Mac (as I always do). I loaded the new music onto my iPhone SE (1),billing_subscription_refund,,billing_subscription_refund,0.8735,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Got it. Let's have you go through the steps here for an app that is not responding correctly: https://t.co/fUZ0NRJxcn Update us on how it responds after those steps.,0.3876,5,True,True,I buy my music from the iTunes Store,Got it. Let's have you go through the steps here for an app that is not responding correctly: https://t.co/fUZ0NRJxcn Update us on how it responds after those steps.,0.3043,True,True,
759840,"Upgraded to iOS 11 , now the iTunes Store and music not working",bluetooth_airpods_carplay,False,billing_subscription_refund,0.9382,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We're happy to help! DM us the issue you're having with Apple Music to get started sorting this out. https://t.co/GDrqU22YpT,0.4129,5,True,True,apple music not working,We're happy to help! DM us the issue you're having with Apple Music to get started sorting this out. https://t.co/GDrqU22YpT,0.2308,True,True,
2016881,I need your help with an accidental subscription purchase by a 10-year old. is being less than helpful. Please HELP!,app_crash_download_error,False,billing_subscription_refund,0.8837,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,You've come to the right place! What's going on?,0.4227,5,True,True,I need your help!!,You've come to the right place! What's going on?,0.2,True,True,
2647332,ever since i updated my phone has been dying at 40% HElp mE. I want my refund,battery_drain_charging,,billing_subscription_refund,0.5407,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,We're glad to look into this with you! Please tell us more about what's going on since the update. We know how important it is to have reliable battery life throughout the day so you're not having to recharge your device frequently.,0.487,5,True,True,ever since I updated my phone my battery has been dying quickly. Can you help?,We're glad to look into this with you! Please tell us more about what's going on since the update. We know how important it is to have reliable battery life throughout the day so you're not having to recharge your device frequently.,0.5263,True,True,
2284310,"Can't download an album that was preordered. Album was out today. Doesn't show up in purchased in iOS or iTunes accounts. Shows up as ""purchased"" in the iTunes store. What is going on here???",billing_subscription_refund,False,billing_subscription_refund,0.8935,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,"Hey! Meet up with us in DM. Let's check this out with you. Let us know which country your iTunes Store is set to, to get started. https://t.co/GDrqU22YpT",0.2919,5,True,True,Something is wrong with we bare bears in the iTunes Store. Volume 4 doesn’t show up as a season with the other vols,"Hey! Meet up with us in DM. Let's check this out with you. Let us know which country your iTunes Store is set to, to get started. https://t.co/GDrqU22YpT",0.25,True,True,
2281219,"I have prblem paying app subscription with my Apple ID, I always got a response contact iTunes support. __email__",bluetooth_airpods_carplay,False,apple_id_account_access,0.7331,ESCALATE,Intent 'apple_id_account_access' involves account/security access. Requires human agent for identity verification.,Sorry for the confusion. We were asking if you subscribe to Apple Music. This will let us know how to move forward.,0.4536,5,True,True,My Apple ID?,Sorry for the confusion. We were asking if you subscribe to Apple Music. This will let us know how to move forward.,0.1667,True,True,
1513912,I was charged twice for an in-app subscription,os_update_installation,False,billing_subscription_refund,0.997,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Our iTunes team would be happy to look into this with you. Please reach out to them here: https://t.co/SDIe7UiyJN,0.4781,5,True,True,why am I being charged TWICE for the same subscription? https://t.co/xcJ1wAKYbS,Our iTunes team would be happy to look into this with you. Please reach out to them here: https://t.co/SDIe7UiyJN,0.2778,True,True,
254127,a family member accidentally signed up to a news subscription. How can I manage this from the Organiser device?,os_update_installation,False,billing_subscription_refund,0.769,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Good question. iTunes Match songs can't be shared with Family Sharing. Look here for what you can share: https://t.co/f7fZeVEuLs,0.3227,5,True,True,how can I add family member to share my iTunes Match?,Good question. iTunes Match songs can't be shared with Family Sharing. Look here for what you can share: https://t.co/f7fZeVEuLs,0.2609,True,True,
520267,Found out I’ve been paying $14.99 every month of HBO NOW thru when I cancelled this subscription like 5 months ago. Could’ve been watching GOT. Damn,battery_drain_charging,False,billing_subscription_refund,0.7923,AUTO_HANDLE,N/A — confidence and retrieval evidence are sufficient.,Can you please tell us which version of iOS you are currently running?,0.267,5,True,True,"Just started happening randomly , could’ve been the update",Can you please tell us which version of iOS you are currently running?,0.0938,False,True,
