tweet_id,clean_message,ground_truth_intent,predicted_intent,is_correct,rule_triggered
463109,"YALLL, SO IM HERE @ THE TABLE DOING HW & AS PER USUAL, MY PHONE WAS SITTING BESIDE ME, PLUGGED UP... SO IM JUST OVER HERE WRITING NUMBERS & ERRYTHING, & SUDDENLY I SMELL SOMETHING.. I LOOK OVER, & I KID U NOT THERE IS SMOKE COMING OUT OF IT... AHH IDK WHAT TO DO 😭",battery_drain_charging,other_general_inquiry,False,fallback_unmatched
2750465,Ok. So enabled #donotdisturb on my #iPhoneX for a meeting. Picked up phone to a slew of missed calls two hours later. Lack of visible indicator is a real issue.,hardware_buttons_audio,other_general_inquiry,False,fallback_unmatched
2922699,"like according to apple how are we suppose to support 💻 📲 connection if not with a cable? like ideally, its a real question, we get new cool outlets but still get old cables with new phones? how?",hardware_buttons_audio,other_general_inquiry,False,fallback_unmatched
2293552,Hey getting this on my #macmini can you advise https://t.co/ONDKsZDVms,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
1946611,Was impacted by the processing issue which nullified my original order. Who can I contact to discuss?,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
548097,Hey will you ever fix it or it’s your new feature that I have no clock and notifications center? https://t.co/Lc9vTYS9zf,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
2060801,"These are my current settings, yet Live photos is always on when I open my camera. I want it off. Am I doing something wrong? https://t.co/qfzYwGhdrS",billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
2743050,"Gracias a esta mierda de iOS 11.1.2 la batería se me va rapidísimo, en 2 horas y media de uso se me fue el 53%, y de hecho, el publicar este tweet me gastó 2% de la batería porque ahora me queda 45% 😡 this is not acceptable! https://t.co/k84oPqILBg",battery_drain_charging,other_general_inquiry,False,fallback_unmatched
2179524,can you confirm if there are any new text message scams please. Have received a text this morning and do not believe it to be from Apple,hardware_buttons_audio,other_general_inquiry,False,fallback_unmatched
2920060,if a swipe down on #iPhoneX screen summons Spotlight wouldn’t it be just as easy for us to swipe up to summon Notification Center? Reachability doesn’t work reliably for me or anyone I’ve asked so it’s a two handed task. #Please #Options,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
2453632,Am I right that Apple Watch doesn't support standalone podcast playback? How is that possible? Glaring miss.,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
925926,excuse me the last update of ios was terrible (tottaly bad ) its need a huge fixes Urgently .. its the first time from 3yrs my phone hanging 😭😶😟 plz fix it Urgently plz 😟,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
2726881,Since updating my iphone 7 all it does is freeze and is so slow.. sort the updates out😡😡😡😡,hardware_buttons_audio,other_general_inquiry,False,fallback_unmatched
2137215,"#YouHadONEJob !!! Does no one see the irony that messed up the letter ""i"" on the i-Phone? Sign-o-the-times ? https://t.co/TKZdovIDPa",other_general_inquiry,other_general_inquiry,True,fallback_unmatched
1866571,why won’t my music app open,other_general_inquiry,other_general_inquiry,True,fallback_unmatched
1756274,"Hey , I can’t clear my Maps history anymore. When I swipe left on a previous destination, I can only tap « Share » and not « Remove ». Help me please. 🙏🏻",other_general_inquiry,other_general_inquiry,True,fallback_unmatched
2139878,Yo fix this god damn nonsense bug with the boxes.,app_crash_download_error,other_general_inquiry,False,fallback_unmatched
1839015,Anyone else annoyed by how super buggy the new iOS is? Constantly locking up.,app_crash_download_error,other_general_inquiry,False,fallback_unmatched
1618319,. please figure out how to fix why “I” does not show properly. It’s irriatating. Thanks.,other_general_inquiry,other_general_inquiry,True,fallback_unmatched
2369454,#iCloud going through outage? https://t.co/ekdYuoT8JV,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
2456177,had an absolutely terrible customer experience at my local Apple Store. How do I relay my concerns/feedback to someone? Unfortunately won't fit in a tweet.,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
1615400,Look it only happened once there!!! Wtf ugh,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
1086861,Since the updates my iPhone 7 has actually been unbarably slow with constant freezing having to reset WHY,other_general_inquiry,other_general_inquiry,True,fallback_unmatched
2134901,iOS 11.1 is slowing my phone down. Help,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
2512290,Beyond pissed at right now. Why make an update jf it's going to crash phones?!?! Now I'm out a brand new iPhone..,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
1083947,"since updating to High Sierra, youtube videos do not play smoothly on safari anymore (they keep cutting). Thoughts?",screen_touch_freeze,other_general_inquiry,False,fallback_unmatched
974471,did you get rid of the feature where you could 3D Touch the edge of the screen to open multitasking??,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
2806691,why do I keep getting this stupid message?!? How do I get rid of it?? https://t.co/GlXKLeS7IC,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
1847568,J'en suis à ma 6ème tentative de ré-installation de macOS sur un MBP neuf. J'en peux plus de ces erreurs à répétition. https://t.co/hdhoNaYJFi,os_update_installation,other_general_inquiry,False,fallback_unmatched
2300973,. How do I download my preorders?? 🤔 When I go to email and click download it acts like I need $$ on my Apple account when I already paid!,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
1357281,movies I had on my iPod won't even go back on the iPod Stop making things harder and harder to use for average people,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
1760306,my iPhone 6plus is very slow since update! What can I do?,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
631843,Just got the #iPhoneX. Major problem / #bug #1: it won’t let me enter phone numbers to text / message people. Like....wut. #apple #nonewfriends I guess? https://t.co/vaaIq7dW8E,app_crash_download_error,other_general_inquiry,False,fallback_unmatched
1674714,WTF IS THIS???? https://t.co/aOcisxVHv2,billing_subscription_refund,other_general_inquiry,False,fallback_unmatched
2543030,My iPhone 7 is Die because the new update thank you apple https://t.co/ghlgGOURcm,screen_touch_freeze,other_general_inquiry,False,fallback_unmatched
1860772,literally can’t even make phone calls because of this update wtf did you guys do?,network_wifi_cellular,other_general_inquiry,False,fallback_unmatched
595836,"can’t do anything, phone constantly resetting. Took 30 minutes to even tweet",os_update_installation,other_general_inquiry,False,fallback_unmatched
2813642,why was I charged for something I have a free trial on! That literally started today!,bluetooth_airpods_carplay,other_general_inquiry,False,fallback_unmatched
2522477,yo fix this shit i️,os_update_installation,other_general_inquiry,False,fallback_unmatched
2816437,"FaceID has stopped working on my iPhone X. After reboot, resetting FaceID, and even restoring the software, nothing helps. I think my iPhone is defective.",hardware_buttons_audio,other_general_inquiry,False,fallback_unmatched
1807813,Dear ~ thanks for making my 6s more useless with each new #update ! I hate how you focus on latest model and wreck previous ones. 📱🗑😡,keyboard_text_glitch,other_general_inquiry,False,fallback_unmatched
2304652,"#iphonex bug, blurry streaks in portrait mode. https://t.co/KazfyJfKTX",other_general_inquiry,other_general_inquiry,True,fallback_unmatched
2255290,STUPID !! I️ run the update and then I️ get the I️ bug. 😡 https://t.co/atAWHuZBZU,apple_id_account_access,other_general_inquiry,False,fallback_unmatched
563071,"really, Apple? I reset bc iTunes couldn’t stream to my Apple TV without static interruption all of a sudden, and on boot up I’m greeted w “setting up Mac” – and you erase my applications, and the dock? You guys are so sloppy these days. MacBook is now useless. https://t.co/HaFrztfm4Z",os_update_installation,other_general_inquiry,False,fallback_unmatched
